URL,Category
https://travel.padi.com/dive-resort/turks-and-caicos-islands/ocean-club-resort/,resorts
https://travel.padi.com/dive-resort/turks-and-caicos-islands/ocean-club-west-resort/,resorts
https://travel.padi.com/dive-resort/thailand/khao-lak-explorer-dive-center-resort-khao-lak-explorer-dive-center-and-resort/,resorts
https://travel.padi.com/dive-resort/bonaire/hamlet-oasis-bonaire/,resorts
https://travel.padi.com/dive-resort/egypt/abu-dabbab-lodge-blue-ocean-marsa-alam/,resorts
https://travel.padi.com/dive-resort/fiji/paradise-taveuni-resort-paradise-taveuni-dive/,resorts
https://travel.padi.com/dive-resort/thailand/loma-resort-spa/,resorts
https://travel.padi.com/dive-resort/fiji/beqa-lagoon-resort/,resorts
https://travel.padi.com/dive-resort/philippines/pura-vida-beach-dive-resort/,resorts
https://travel.padi.com/dive-resort/egypt/desert-divers-dahab-hotel-camp-desert-divers-co-ltd/,resorts
https://travel.padi.com/dive-resort/egypt/reef-oasis-beach-resort/,resorts
https://travel.padi.com/dive-resort/indonesia/lutwala-dive-bungalows-lutwala-dive/,resorts
https://travel.padi.com/dive-resort/egypt/cataract-layalina-resort/,resorts
https://travel.padi.com/dive-resort/fiji/the-pearl-resort-aqua-trek-beqa/,resorts
https://travel.padi.com/dive-resort/indonesia/hibiscus-house-bali/,resorts
https://travel.padi.com/dive-resort/philippines/buena-vida-resort-and-spa/,resorts
https://travel.padi.com/dive-resort/egypt/hilton-marsa-alam-nubian-resort/,resorts
https://travel.padi.com/dive-resort/egypt/coral-coast-hotel-fantasea-divers/,resorts
https://travel.padi.com/dive-resort/egypt/dahab-divers-hotel-dive-center-dahab-divers/,resorts
https://travel.padi.com/dive-resort/indonesia/blue-marlin-dive-gili-trawangan-2/,resorts
